subject,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,rating
21,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,4.461292541
22,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,4.333153698
23,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,3.8477059
24,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,4.995893161
25,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,3.157922549
26,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,5.354787488
27,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,6.219353222
28,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,4.652424886
29,B W EH L,4,-15.306687731041013,-15.20174703036598,-50.0,-50.0,-16.745464704812463,-17.83958820438628,1.125890437036876,1.1269638907265114,1.125835489301628,1.1269494461550391,1.0028392166231843,1.003211909561203,1.0027626117553718,1.0031830860155064,4.137697112
1,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.454204146
2,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.714078036
3,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.268929952
4,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,2.3435322
5,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.681951511
6,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.23450505
7,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.568155621
8,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.875008545
9,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.964581582
10,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,2.686664481
11,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,2.998939126
12,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,2.938833297
13,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,1.873528378
14,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.586563743
15,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.166935575
16,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,2.210000725
17,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.432232463
18,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.097736363
19,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.004930341
20,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.443592931
21,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.596295031
22,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.588245061
23,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,3.88852037
24,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.383127653
25,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,2.903148125
26,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.253074598
27,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.422973621
28,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.114464459
29,K AH N IH F L,6,-17.495561129456576,-17.52728141703684,-15.544870328610775,-15.539306267443289,-15.578991002176185,-15.54807868789413,1.4164221083580495,1.4131281283462855,1.4157834935617606,1.41296877281144,1.054291781156433,1.0552074039252837,1.0501957730001867,1.0541119765203255,4.063429409
1,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.386712987
2,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,2.055850063
3,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.14756158
4,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,2.210000725
5,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.067450893
6,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,2.903148125
7,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.496211457
8,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.613994526
9,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.796747938
10,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,2.308741106
11,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.324361333
12,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.827636326
13,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.502769129
14,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.573385827
15,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.146305132
16,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.56061275
17,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.868106854
18,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.9279808
19,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.332143437
20,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.30127675
21,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.847995074
22,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.763916006
23,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.025560955
24,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.333117338
25,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,2.615465504
26,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.812690731
27,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,4.395210716
28,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,3.819540544
29,K N OW P,4,-13.41916874676572,-13.443369995814592,-18.23756144266016,-18.180092369677595,-18.215504895455457,-18.174078813433955,1.2070439078480244,1.2047841843401734,1.2068119283449463,1.2047278812949598,1.0008486822271805,1.0007233640843347,1.0009397720422195,1.000750147447148,1.621805715
1,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.730693676
2,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,1.362702755
3,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.430034241
4,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,2.461314702
5,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,2.461314702
6,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,2.615465504
7,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,4.473745943
8,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.399584749
9,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.541235228
10,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,1.938067044
11,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,4.087674534
12,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.332413774
13,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,
14,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,2.256520735
15,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.496507561
16,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,1.878503519
17,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.801285392
18,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.154847893
19,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.181861157
20,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,4.017508513
21,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.126291566
22,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,4.614368749
23,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.977662608
24,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.819438528
25,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.004930341
26,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,2.789819418
27,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,3.729997885
28,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,4.196108267
29,K P IH NG,4,-14.841834882433195,-14.806220460533908,-50.0,-50.0,-19.26252173596819,-20.373703857425674,1.1549449877017104,1.1527269668060076,1.1548360676531098,1.1527019117953128,1.003061835551964,1.0034046061006827,1.0029679209475753,1.0033709614873518,1.945819145
1,K T AY S,4,-12.776627761212357,-12.70612247605673,-13.95205540703692,-13.888970817224443,-13.971024729587542,-13.89372683748007,1.1792925203738025,1.1799085836476826,1.1791176530844962,1.1798647631191517,1.001703985023547,1.0016216394698567,1.0017221798962628,1.0016277082248837,4.620506974
2,K T AY S,4,-12.776627761212357,-12.70612247605673,-13.95205540703692,-13.888970817224443,-13.971024729587542,-13.89372683748007,1.1792925203738025,1.1799085836476826,1.1791176530844962,1.1798647631191517,1.001703985023547,1.0016216394698567,1.0017221798962628,1.0016277082248837,2.404156539
3,K T AY S,4,-12.776627761212357,-12.70612247605673,-13.95205540703692,-13.888970817224443,-13.971024729587542,-13.89372683748007,1.1792925203738025,1.1799085836476826,1.1791176530844962,1.1798647631191517,1.001703985023547,1.0016216394698567,1.0017221798962628,1.0016277082248837,3.851850619
